Unnamed: 0,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type
3846,house,3d88aa3a,218920.0,374000.0,75000.0,1000.0,settled,217920,2010-10-25,2011-01-23,water damage
3847,house,0caae333,187820.0,404000.0,81000.0,1000.0,settled,186820,2023-04-02,2023-07-01,other
3848,house,55de1144,196990.0,312000.0,62000.0,500.0,settled,196490,2004-08-14,2004-11-12,water damage
3849,house,c29d33f7,211780.0,567000.0,113000.0,500.0,settled,211280,2019-11-15,2020-02-13,fire
3850,house,784b7ece,209280.0,205000.0,41000.0,2000.0,settled,207280,2009-10-19,2010-01-17,water damage
3851,house,4a2353a2,197100.0,413000.0,83000.0,5000.0,under investigation,0,2013-03-01,,water damage
3852,house,88dc734d,183440.0,707000.0,141000.0,5000.0,settled,178440,2009-07-21,2009-10-19,other
3853,house,75036673,189600.0,380000.0,76000.0,1000.0,under investigation,0,2014-04-09,,fire
3854,house,809651da,192010.0,510000.0,102000.0,5000.0,settled,187010,2008-02-07,2008-05-07,other
3855,house,75f4f5d8,201410.0,472000.0,94000.0,2000.0,under investigation,0,2022-06-24,,fire
3856,house,d56f3eb5,192720.0,526000.0,105000.0,2000.0,settled,190720,2011-09-18,2011-12-17,nat cat
3857,house,01c92434,191990.0,428000.0,86000.0,5000.0,settled,186990,2019-10-23,2020-01-21,fire
3858,house,443e3b6e,207190.0,105000.0,21000.0,5000.0,settled,202190,2019-11-19,2020-02-17,water damage
3859,house,42a6cee5,195040.0,818000.0,164000.0,5000.0,settled,190040,2006-07-26,2006-10-24,fire
3860,house,1e125f76,180060.0,144000.0,29000.0,5000.0,settled,175060,2010-02-04,2010-05-05,water damage
3861,house,b79846ff,208470.0,626000.0,125000.0,5000.0,denied,0,2015-05-22,,water damage
3862,house,d3de2d12,212320.0,291000.0,58000.0,500.0,settled,211820,2019-02-19,2019-05-20,fire
3863,house,8b94cce4,217840.0,191000.0,38000.0,5000.0,under investigation,0,2016-02-23,,water damage
3864,house,75f6e6ed,190460.0,406000.0,81000.0,5000.0,settled,185460,2010-08-11,2010-11-09,fire
3865,house,5c43439f,191860.0,441000.0,88000.0,1000.0,settled,190860,2015-11-08,2016-02-06,nat cat
3866,house,38a4bbcb,194040.0,381000.0,76000.0,1000.0,settled,193040,2010-04-19,2010-07-18,water damage
3867,house,2fe040ac,209670.0,321000.0,64000.0,1000.0,settled,208670,2012-01-26,2012-04-25,nat cat
3868,house,911fd72c,193260.0,446000.0,89000.0,2000.0,settled,191260,2008-09-25,2008-12-24,fire
3869,house,697fabb8,195280.0,271000.0,54000.0,5000.0,settled,190280,2019-05-25,2019-08-23,water damage
3870,house,a7a33023,176910.0,419000.0,84000.0,1000.0,settled,175910,2019-01-24,2019-04-24,water damage
3871,house,e31f0697,189070.0,589000.0,118000.0,1000.0,under investigation,0,2007-04-10,,water damage
3872,house,e3d6caa6,195220.0,413000.0,83000.0,500.0,settled,194720,2023-08-07,2023-11-05,fire
3873,house,c205a890,220760.0,95000.0,19000.0,2000.0,settled,218760,2012-03-25,2012-06-23,nat cat
3874,house,8556f5d2,205470.0,326000.0,65000.0,1000.0,under investigation,0,2005-10-15,,fire
3875,house,6e1313ff,191610.0,319000.0,64000.0,5000.0,settled,186610,2007-08-01,2007-10-30,water damage
3876,house,d06fd0f7,195980.0,583000.0,117000.0,2000.0,settled,193980,2008-03-02,2008-05-31,water damage
3877,house,f3c4dadc,218530.0,570000.0,114000.0,1000.0,settled,217530,2004-10-30,2005-01-28,fire
3878,house,97c26721,198950.0,313000.0,63000.0,2000.0,settled,196950,2010-10-31,2011-01-29,fire
3879,house,d2845a26,174590.0,481000.0,96000.0,2000.0,settled,172590,2013-10-24,2014-01-22,nat cat
3880,house,fce2d425,196200.0,148000.0,30000.0,2000.0,under investigation,0,2014-09-13,,other
3881,house,6e56c1d7,198230.0,330000.0,66000.0,2000.0,settled,196230,2008-06-11,2008-09-09,nat cat
3882,house,4cb3e7ce,201000.0,459000.0,92000.0,1000.0,under investigation,0,2010-02-24,,fire
3883,house,4d095a0e,214090.0,453000.0,91000.0,2000.0,settled,212090,2018-07-13,2018-10-11,fire
3884,house,ad2c089b,192710.0,444000.0,89000.0,5000.0,open,20000,2023-04-28,2023-07-27,theft
3885,house,20c09e6b,211360.0,260000.0,52000.0,2000.0,under investigation,0,2008-01-25,,fire
3886,house,fe994b5e,217170.0,377000.0,75000.0,1000.0,settled,216170,2011-10-01,2011-12-30,fire
3887,house,ecc11a54,209730.0,704000.0,141000.0,500.0,under investigation,0,2009-05-31,,fire
3888,house,742db93b,199600.0,368000.0,74000.0,2000.0,settled,197600,2021-02-01,2021-05-02,fire
3889,house,45072b2a,218040.0,599000.0,120000.0,1000.0,settled,217040,2013-01-06,2013-04-06,other
3890,house,89df8a65,191740.0,312000.0,62000.0,5000.0,settled,186740,2010-09-05,2010-12-04,fire
3891,house,8930c9c7,203270.0,526000.0,105000.0,500.0,settled,202770,2009-09-14,2009-12-13,fire
3892,house,a3b6846d,196610.0,220000.0,44000.0,500.0,open,20000,2007-03-18,2007-06-16,theft
3893,house,0337c8b2,204120.0,359000.0,72000.0,500.0,under investigation,0,2020-04-15,,nat cat
3894,house,38023278,195210.0,504000.0,101000.0,5000.0,settled,190210,2005-11-20,2006-02-18,fire
3895,house,6e525275,187520.0,432000.0,86000.0,1000.0,settled,186520,2018-10-27,2019-01-25,fire
3896,house,5d566347,173590.0,479000.0,96000.0,500.0,settled,173090,2015-08-09,2015-11-07,nat cat
3897,house,7368a3ec,233260.0,461000.0,92000.0,2000.0,settled,231260,2007-03-08,2007-06-06,fire
3898,house,1a0e8358,190040.0,304000.0,61000.0,1000.0,settled,189040,2011-01-13,2011-04-13,nat cat
3899,house,21d2dc87,184940.0,405000.0,81000.0,2000.0,settled,182940,2020-09-30,2020-12-29,other
3900,house,c0780306,195650.0,229000.0,46000.0,5000.0,under investigation,0,2022-07-23,,fire
3901,house,2473f503,203920.0,351000.0,70000.0,2000.0,settled,201920,2008-03-13,2008-06-11,fire
3902,house,adc76992,167750.0,392000.0,78000.0,1000.0,open,20000,2004-08-23,2004-11-21,theft
3903,house,f92d7ad6,190080.0,639000.0,128000.0,5000.0,settled,185080,2014-10-06,2015-01-04,water damage
3904,house,6423091d,191540.0,578000.0,116000.0,5000.0,denied,0,2012-10-24,,fire
3905,house,8bc44202,200450.0,429000.0,86000.0,500.0,settled,199950,2017-07-19,2017-10-17,fire
3906,house,76693fee,195000.0,649000.0,130000.0,5000.0,settled,190000,2017-01-07,2017-04-07,nat cat
3907,house,e44460e3,201710.0,107000.0,21000.0,1000.0,open,20000,2005-11-15,2006-02-13,theft
3908,house,59fe1376,167760.0,535000.0,107000.0,500.0,settled,167260,2015-08-18,2015-11-16,fire
3909,house,abdbb85b,199990.0,636000.0,127000.0,5000.0,settled,194990,2021-08-09,2021-11-07,water damage
3910,house,7e3d74c4,195170.0,341000.0,68000.0,2000.0,settled,193170,2008-09-17,2008-12-16,fire
3911,house,4cdb6ff6,203240.0,406000.0,81000.0,2000.0,denied,0,2022-02-17,,fire
3912,house,547ce521,195340.0,414000.0,83000.0,2000.0,settled,193340,2009-01-16,2009-04-16,nat cat
3913,house,ff757fe2,202170.0,437000.0,87000.0,5000.0,under investigation,0,2015-07-19,,other
3914,house,019df295,211260.0,338000.0,68000.0,2000.0,settled,209260,2023-06-29,2023-09-27,fire
3915,house,2a07e07e,180960.0,446000.0,89000.0,1000.0,settled,179960,2023-11-21,2024-02-19,fire
3916,house,aabd15b7,197980.0,499000.0,100000.0,1000.0,settled,196980,2004-03-12,2004-06-10,fire
3917,house,ca98bef0,205010.0,275000.0,55000.0,1000.0,settled,204010,2023-11-17,2024-02-15,nat cat
3918,house,34992fc5,184480.0,418000.0,84000.0,5000.0,settled,179480,2012-08-05,2012-11-03,fire
3919,house,a49c8f28,191720.0,650000.0,130000.0,1000.0,denied,0,2012-09-12,,other
3920,house,68fe1856,229360.0,885000.0,177000.0,2000.0,under investigation,0,2015-03-18,,fire
3921,house,3b26fd08,184470.0,303000.0,61000.0,5000.0,settled,179470,2011-09-07,2011-12-06,fire
3922,house,ab980250,230340.0,286000.0,57000.0,5000.0,settled,225340,2005-08-27,2005-11-25,nat cat
3923,house,530f21a4,207190.0,78000.0,16000.0,1000.0,under investigation,0,2007-09-20,,nat cat
3924,house,e831fff1,192490.0,646000.0,129000.0,2000.0,settled,190490,2015-09-18,2015-12-17,fire
3925,house,6dff43cc,206700.0,473000.0,95000.0,2000.0,settled,204700,2008-03-20,2008-06-18,fire
3926,house,bd48233a,194800.0,407000.0,81000.0,5000.0,settled,189800,2023-09-26,2023-12-25,water damage
3927,house,81869bff,184350.0,694000.0,139000.0,5000.0,under investigation,0,2023-05-27,,fire
3928,house,43e64e6e,208460.0,203000.0,41000.0,1000.0,settled,207460,2011-06-06,2011-09-04,fire
3929,house,16730d12,202170.0,262000.0,52000.0,1000.0,settled,201170,2013-05-20,2013-08-18,water damage
3930,house,94bafbcb,189530.0,411000.0,82000.0,5000.0,settled,184530,2009-06-09,2009-09-07,nat cat
3931,house,98d566a9,211460.0,166000.0,33000.0,5000.0,settled,206460,2007-08-08,2007-11-06,fire
3932,house,c30aa680,223960.0,385000.0,77000.0,500.0,open,20000,2021-04-26,2021-07-25,theft
3933,house,1af72d58,204440.0,370000.0,74000.0,1000.0,settled,203440,2014-04-04,2014-07-03,nat cat
3934,house,e69203f6,192180.0,676000.0,135000.0,1000.0,settled,191180,2018-01-07,2018-04-07,other
3935,house,49b7da46,205800.0,373000.0,75000.0,2000.0,settled,203800,2022-08-31,2022-11-29,other
3936,house,a4d239da,195040.0,548000.0,110000.0,2000.0,settled,193040,2004-07-27,2004-10-25,water damage
3937,house,c66b2248,200630.0,166000.0,33000.0,5000.0,settled,195630,2021-07-09,2021-10-07,water damage
3938,house,8f6c2a32,206640.0,612000.0,122000.0,5000.0,settled,201640,2023-07-22,2023-10-20,nat cat
3939,house,64895405,201160.0,505000.0,101000.0,2000.0,denied,0,2007-03-12,,fire
3940,house,5be123bb,187450.0,547000.0,109000.0,500.0,settled,186950,2006-06-26,2006-09-24,fire
3941,house,336eac3c,205690.0,478000.0,96000.0,500.0,settled,205190,2020-01-30,2020-04-29,water damage
3942,house,45f2c36f,165600.0,603000.0,121000.0,500.0,settled,165100,2016-02-24,2016-05-24,fire
3943,house,539b7b06,198020.0,450000.0,90000.0,1000.0,under investigation,0,2010-01-03,,nat cat
3944,house,ff501e01,196570.0,399000.0,80000.0,1000.0,settled,195570,2004-01-24,2004-04-23,water damage
3945,house,4e6f19d6,208030.0,423000.0,85000.0,1000.0,settled,207030,2016-07-11,2016-10-09,fire
3946,house,4d11f942,209130.0,612000.0,122000.0,1000.0,denied,0,2023-04-13,,fire
3947,house,1d1cf54b,182510.0,645000.0,129000.0,500.0,under investigation,0,2019-01-05,,nat cat
3948,house,f9070b28,204190.0,683000.0,137000.0,500.0,settled,203690,2019-03-08,2019-06-06,fire
3949,house,edc6e252,199830.0,308000.0,62000.0,2000.0,open,20000,2009-06-19,2009-09-17,theft
3950,house,f3054eea,218780.0,491000.0,98000.0,5000.0,settled,213780,2018-08-12,2018-11-10,nat cat
3951,house,47313e24,203270.0,420000.0,84000.0,5000.0,settled,198270,2006-05-04,2006-08-02,fire
3952,house,61f18c22,213110.0,461000.0,92000.0,2000.0,settled,211110,2016-11-05,2017-02-03,water damage
3953,house,07d0a1dc,211080.0,386000.0,77000.0,500.0,under investigation,0,2023-04-09,,fire
3954,house,96cafc0d,202840.0,277000.0,55000.0,2000.0,open,20000,2012-10-11,2013-01-09,theft
3955,house,2e22545a,215530.0,289000.0,58000.0,2000.0,settled,213530,2019-02-05,2019-05-06,fire
3956,house,8d3e3797,215750.0,555000.0,111000.0,5000.0,open,20000,2010-12-04,2011-03-04,theft
3957,house,0858de62,205510.0,586000.0,117000.0,2000.0,settled,203510,2023-04-26,2023-07-25,fire
3958,house,fea168ad,213050.0,199000.0,40000.0,500.0,settled,212550,2009-03-18,2009-06-16,fire
3959,house,8fc20d4f,183070.0,212000.0,42000.0,2000.0,settled,181070,2007-12-23,2008-03-22,water damage
3960,house,cfe40157,215670.0,580000.0,116000.0,2000.0,settled,213670,2011-06-01,2011-08-30,other
3961,house,d3f0567b,187370.0,695000.0,139000.0,1000.0,open,20000,2012-04-08,2012-07-07,theft
3962,house,913e6ccb,188720.0,488000.0,98000.0,2000.0,settled,186720,2017-11-20,2018-02-18,fire
3963,house,20d9af0f,183230.0,343000.0,69000.0,500.0,settled,182730,2006-12-15,2007-03-15,fire
3964,house,bfee5302,189420.0,508000.0,102000.0,5000.0,denied,0,2009-01-03,,other
3965,house,03e14d26,201430.0,286000.0,57000.0,5000.0,open,20000,2022-09-13,2022-12-12,theft
3966,house,22e3d23c,215560.0,653000.0,131000.0,500.0,under investigation,0,2009-12-27,,nat cat
3967,house,ba96a40e,176960.0,341000.0,68000.0,5000.0,settled,171960,2009-02-09,2009-05-10,other
3968,house,33d3a689,181080.0,458000.0,92000.0,500.0,denied,0,2023-03-09,,fire
3969,house,189d266a,211980.0,553000.0,111000.0,1000.0,settled,210980,2009-12-07,2010-03-07,nat cat
3970,house,c7ed684b,210670.0,416000.0,83000.0,2000.0,under investigation,0,2012-01-26,,nat cat
3971,house,606d5f4a,190370.0,415000.0,83000.0,1000.0,settled,189370,2010-11-02,2011-01-31,fire
3972,house,3cf98840,215080.0,325000.0,65000.0,1000.0,settled,214080,2013-11-18,2014-02-16,nat cat
3973,house,aefecef6,195840.0,367000.0,73000.0,1000.0,denied,0,2016-03-10,,fire
3974,house,7b829d17,202820.0,147000.0,29000.0,2000.0,settled,200820,2020-06-20,2020-09-18,nat cat
3975,house,41580cc9,208320.0,672000.0,134000.0,1000.0,under investigation,0,2014-02-09,,fire
3976,house,76a21a9d,206210.0,574000.0,115000.0,500.0,settled,205710,2011-09-15,2011-12-14,fire
3977,house,16375538,208780.0,324000.0,65000.0,1000.0,settled,207780,2020-09-05,2020-12-04,nat cat
3978,house,61e7cfbe,183400.0,352000.0,70000.0,5000.0,settled,178400,2017-03-08,2017-06-06,fire
3979,house,ea039ce6,202820.0,546000.0,109000.0,1000.0,open,20000,2014-06-28,2014-09-26,theft
3980,house,bfc34925,190800.0,542000.0,108000.0,2000.0,settled,188800,2014-11-18,2015-02-16,fire
3981,house,4705246f,168220.0,499000.0,100000.0,500.0,settled,167720,2008-10-24,2009-01-22,fire
3982,house,702f96b2,199210.0,365000.0,73000.0,5000.0,settled,194210,2006-02-14,2006-05-15,water damage
3983,house,97cb122f,202040.0,728000.0,146000.0,2000.0,under investigation,0,2012-01-11,,other
3984,house,cb80eb90,230700.0,121000.0,24000.0,5000.0,under investigation,0,2012-11-08,,fire
3985,house,d73d80c9,188590.0,364000.0,73000.0,2000.0,settled,186590,2008-12-10,2009-03-10,fire
3986,house,35185877,211880.0,297000.0,59000.0,500.0,under investigation,0,2004-12-10,,fire
3987,house,33533a6c,194450.0,481000.0,96000.0,2000.0,settled,192450,2009-07-18,2009-10-16,water damage
3988,house,ef92eddb,188120.0,533000.0,107000.0,2000.0,open,20000,2004-06-10,2004-09-08,theft
3989,house,43aca226,193200.0,202000.0,40000.0,2000.0,settled,191200,2014-12-18,2015-03-18,water damage
3990,house,94f737bf,169020.0,106000.0,21000.0,2000.0,settled,167020,2019-03-23,2019-06-21,other
3991,house,e807586d,217410.0,617000.0,123000.0,500.0,settled,216910,2011-05-21,2011-08-19,fire
3992,house,63f78100,192000.0,644000.0,129000.0,500.0,settled,191500,2008-08-09,2008-11-07,fire
3993,house,28da903a,204830.0,457000.0,91000.0,1000.0,under investigation,0,2014-07-08,,nat cat
3994,house,62c06324,217100.0,342000.0,68000.0,5000.0,under investigation,0,2011-02-14,,water damage
3995,house,e750c504,202160.0,420000.0,84000.0,1000.0,settled,201160,2011-10-05,2012-01-03,fire
3996,house,ae1822c1,197960.0,287000.0,57000.0,1000.0,settled,196960,2006-11-21,2007-02-19,water damage
3997,house,95e1465b,198540.0,225000.0,45000.0,2000.0,settled,196540,2004-10-17,2005-01-15,other
3998,house,c9a3ec27,212940.0,293000.0,59000.0,500.0,under investigation,0,2014-10-07,,fire
3999,house,585f8b52,197710.0,373000.0,75000.0,500.0,under investigation,0,2005-08-04,,nat cat
4000,house,eab6b92a,198130.0,310000.0,62000.0,2000.0,settled,196130,2022-05-27,2022-08-25,other
4001,house,5fa3ea8d,208030.0,403000.0,81000.0,1000.0,under investigation,0,2012-08-08,,fire
4002,house,f6927320,160480.0,309000.0,62000.0,500.0,open,20000,2010-04-20,2010-07-19,theft
4003,house,44f5d1f5,192730.0,454000.0,91000.0,1000.0,open,20000,2020-10-24,2021-01-22,theft
4004,house,6f8ef34e,216670.0,164000.0,33000.0,1000.0,settled,215670,2010-12-04,2011-03-04,water damage
4005,house,a97cdbab,206630.0,686000.0,137000.0,2000.0,settled,204630,2009-06-10,2009-09-08,water damage
4006,house,55b3cf52,193820.0,426000.0,85000.0,1000.0,denied,0,2004-04-02,,water damage
4007,house,82b54bbe,202610.0,399000.0,80000.0,500.0,under investigation,0,2019-08-16,,water damage
4008,house,02a7f3f2,202070.0,445000.0,89000.0,500.0,settled,201570,2011-08-26,2011-11-24,water damage
4009,house,b0391dd0,169300.0,501000.0,100000.0,500.0,settled,168800,2011-11-12,2012-02-10,other
4010,house,458f385c,216370.0,384000.0,77000.0,5000.0,settled,211370,2004-09-10,2004-12-09,fire
4011,house,909126dc,195370.0,468000.0,94000.0,2000.0,open,20000,2010-06-30,2010-09-28,theft
4012,house,805a9a5e,215130.0,285000.0,57000.0,2000.0,open,20000,2012-03-07,2012-06-05,theft
4013,house,fca10c94,214670.0,285000.0,57000.0,500.0,settled,214170,2007-02-26,2007-05-27,water damage
4014,house,9c6df499,205510.0,375000.0,75000.0,5000.0,settled,200510,2009-03-07,2009-06-05,fire
4015,house,a80daf3c,185740.0,439000.0,88000.0,500.0,open,20000,2007-09-01,2007-11-30,theft
4016,house,b8114a23,166400.0,353000.0,71000.0,1000.0,settled,165400,2008-05-06,2008-08-04,fire
4017,house,d4d08458,202170.0,487000.0,97000.0,500.0,settled,201670,2004-01-18,2004-04-17,nat cat
4018,house,00cb6c23,184840.0,633000.0,127000.0,1000.0,denied,0,2010-06-09,,fire
4019,house,5c754660,210880.0,251000.0,50000.0,2000.0,settled,208880,2004-06-16,2004-09-14,fire
4020,house,b51c39a7,213820.0,294000.0,59000.0,1000.0,settled,212820,2022-01-04,2022-04-04,nat cat
4021,house,3fed15c5,188780.0,502000.0,100000.0,5000.0,settled,183780,2004-12-14,2005-03-14,fire
4022,house,1af5791e,192720.0,406000.0,81000.0,1000.0,settled,191720,2011-06-19,2011-09-17,other
4023,house,68cb86f9,195940.0,287000.0,57000.0,500.0,settled,195440,2015-12-24,2016-03-23,water damage
4024,house,4fb29134,202100.0,561000.0,112000.0,500.0,settled,201600,2018-01-04,2018-04-04,fire
4025,house,e9df87cd,180550.0,360000.0,72000.0,5000.0,settled,175550,2005-09-24,2005-12-23,fire
4026,house,354b475f,201290.0,510000.0,102000.0,1000.0,settled,200290,2022-11-01,2023-01-30,nat cat
4027,house,97c35387,210300.0,615000.0,123000.0,1000.0,settled,209300,2005-04-25,2005-07-24,nat cat
4028,house,b12043b0,201250.0,523000.0,105000.0,5000.0,settled,196250,2014-10-20,2015-01-18,fire
4029,house,222343f8,213340.0,492000.0,98000.0,2000.0,under investigation,0,2013-01-24,,other
4030,house,e8bbfdc7,210540.0,121000.0,24000.0,2000.0,denied,0,2011-04-23,,water damage
4031,house,dd095bae,197350.0,415000.0,83000.0,2000.0,settled,195350,2017-07-04,2017-10-02,fire
4032,house,cec07654,203130.0,318000.0,64000.0,1000.0,settled,202130,2020-10-22,2021-01-20,nat cat
4033,house,fb2719bf,216350.0,484000.0,97000.0,500.0,settled,215850,2007-02-23,2007-05-24,fire
4034,house,e5bc9534,195500.0,710000.0,142000.0,2000.0,settled,193500,2008-11-12,2009-02-10,fire
4035,house,3cf3bf5a,184820.0,389000.0,78000.0,5000.0,settled,179820,2022-10-01,2022-12-30,fire
4036,house,3b47ecb6,216600.0,431000.0,86000.0,2000.0,settled,214600,2011-08-13,2011-11-11,water damage
4037,house,33f2264e,183470.0,473000.0,95000.0,500.0,settled,182970,2014-05-23,2014-08-21,fire
4038,house,29268033,195060.0,280000.0,56000.0,1000.0,settled,194060,2007-01-28,2007-04-28,water damage
4039,house,de2a0273,235120.0,499000.0,100000.0,500.0,under investigation,0,2020-10-09,,nat cat
4040,house,dea80eac,221640.0,331000.0,66000.0,2000.0,open,20000,2012-09-19,2012-12-18,theft
4041,house,37bbd69c,212010.0,84000.0,17000.0,1000.0,under investigation,0,2004-08-03,,fire
4042,house,1e340cbd,192190.0,347000.0,69000.0,2000.0,settled,190190,2012-01-03,2012-04-02,nat cat
4043,house,abea531e,192110.0,616000.0,123000.0,5000.0,settled,187110,2015-08-24,2015-11-22,fire
4044,house,ff21dade,218670.0,492000.0,98000.0,500.0,settled,218170,2022-03-28,2022-06-26,nat cat
4045,house,20396a61,200410.0,499000.0,100000.0,5000.0,open,20000,2011-10-27,2012-01-25,theft
4046,house,562a0351,194760.0,335000.0,67000.0,2000.0,settled,192760,2010-07-09,2010-10-07,fire
4047,house,75d13446,188440.0,92000.0,18000.0,1000.0,settled,187440,2014-11-19,2015-02-17,water damage
4048,house,d612ff8e,209200.0,330000.0,66000.0,2000.0,settled,207200,2011-02-03,2011-05-04,water damage
4049,house,9a1bfb75,224800.0,629000.0,126000.0,2000.0,under investigation,0,2009-01-04,,nat cat
4050,house,81500fae,199710.0,554000.0,111000.0,500.0,under investigation,0,2011-07-24,,water damage
4051,house,7bc65804,195400.0,460000.0,92000.0,5000.0,settled,190400,2010-03-01,2010-05-30,fire
4052,house,7851a489,209960.0,382000.0,76000.0,2000.0,settled,207960,2012-01-29,2012-04-28,fire
4053,house,9fd8b4e0,219000.0,399000.0,80000.0,5000.0,settled,214000,2021-12-28,2022-03-28,fire
4054,house,de0a519d,197950.0,795000.0,159000.0,2000.0,settled,195950,2017-05-27,2017-08-25,nat cat
4055,house,63c53eb0,180360.0,409000.0,82000.0,1000.0,settled,179360,2013-05-19,2013-08-17,water damage
