"","property_type","claim_id","claim_amount","property_value","pml","deductible","claim_status","payment","incident_date","payment_date","incident_type"
"2151","house","487a05bc",204370,657000,131000,1000,"settled",203370,2021-01-10,2021-04-10,"nat cat"
"2152","house","2b4a4a23",201700,530000,106000,2000,"settled",199700,2012-12-10,2013-03-10,"nat cat"
"2153","house","9efd4805",190560,276000,55000,5000,"under investigation",0,2005-01-04,NA,"fire"
"2154","house","c145ac1c",186770,183000,37000,1000,"settled",185770,2016-07-28,2016-10-26,"fire"
"2155","house","6a1e5bf9",212790,370000,74000,500,"settled",212290,2019-01-12,2019-04-12,"nat cat"
"2156","house","5173ed40",207910,387000,77000,5000,"settled",202910,2022-10-27,2023-01-25,"water damage"
"2157","house","b9e71920",188410,484000,97000,500,"settled",187910,2014-03-10,2014-06-08,"fire"
"2158","house","8a6f2707",198800,540000,108000,1000,"denied",0,2017-09-30,NA,"water damage"
"2159","house","c1475545",202170,407000,81000,2000,"denied",0,2017-03-09,NA,"water damage"
"2160","house","e9aa9cd5",171710,472000,94000,500,"open",20000,2007-04-30,2007-07-29,"theft"
"2161","house","7f1a10d2",182730,344000,69000,2000,"settled",180730,2021-03-26,2021-06-24,"fire"
"2162","house","b15d1520",210320,472000,94000,1000,"settled",209320,2015-12-25,2016-03-24,"fire"
"2163","house","7bea9966",224530,441000,88000,2000,"open",20000,2017-02-20,2017-05-21,"theft"
"2164","house","04bcadab",209430,477000,95000,2000,"settled",207430,2021-11-05,2022-02-03,"water damage"
"2165","house","9d2313e2",221160,410000,82000,5000,"settled",216160,2008-07-02,2008-09-30,"fire"
"2166","house","2b3d1797",205110,299000,60000,2000,"settled",203110,2022-11-24,2023-02-22,"fire"
"2167","house","949aa4dc",198350,795000,159000,1000,"settled",197350,2016-10-23,2017-01-21,"fire"
"2168","house","71329098",202510,289000,58000,2000,"settled",200510,2009-01-15,2009-04-15,"water damage"
"2169","house","53b1bfce",182930,489000,98000,2000,"settled",180930,2011-03-07,2011-06-05,"fire"
"2170","house","08c47b64",217080,573000,115000,2000,"settled",215080,2021-10-13,2022-01-11,"nat cat"
"2171","house","461253b4",193180,356000,71000,5000,"settled",188180,2022-05-14,2022-08-12,"water damage"
"2172","house","50b2cb27",192730,584000,117000,2000,"settled",190730,2014-08-19,2014-11-17,"fire"
"2173","house","5dfd40ec",197690,470000,94000,2000,"settled",195690,2004-12-15,2005-03-15,"fire"
"2174","house","19a5e180",173250,287000,57000,500,"under investigation",0,2021-10-30,NA,"fire"
"2175","house","931fb9bf",203760,661000,132000,2000,"settled",201760,2007-03-23,2007-06-21,"water damage"
"2176","house","80ab7ab4",177530,378000,76000,2000,"settled",175530,2017-08-15,2017-11-13,"fire"
"2177","house","71d20af6",187740,411000,82000,5000,"under investigation",0,2012-06-06,NA,"nat cat"
"2178","house","1bb7dd86",219950,314000,63000,1000,"under investigation",0,2014-01-28,NA,"nat cat"
"2179","house","c2aaa0a6",221980,355000,71000,5000,"settled",216980,2014-07-14,2014-10-12,"water damage"
"2180","house","13d71300",203930,718000,144000,500,"under investigation",0,2009-01-24,NA,"other"
"2181","house","ba489ad6",204820,487000,97000,500,"open",20000,2004-01-23,2004-04-22,"theft"
"2182","house","e9eec4d2",191390,494000,99000,5000,"settled",186390,2009-05-22,2009-08-20,"fire"
"2183","house","630f4b77",177570,438000,88000,5000,"settled",172570,2008-11-02,2009-01-31,"water damage"
"2184","house","79d215ca",207460,591000,118000,1000,"denied",0,2007-05-03,NA,"nat cat"
"2185","house","cf8527f9",184910,335000,67000,2000,"settled",182910,2015-01-17,2015-04-17,"water damage"
"2186","house","0bb301eb",195500,314000,63000,500,"denied",0,2023-11-12,NA,"fire"
"2187","house","456fbd0c",215040,324000,65000,500,"settled",214540,2006-07-15,2006-10-13,"water damage"
"2188","house","02a94da4",219030,152000,30000,5000,"under investigation",0,2023-09-13,NA,"water damage"
"2189","house","609bfbd5",204530,227000,45000,5000,"under investigation",0,2018-03-13,NA,"nat cat"
"2190","house","2f8b3cba",204000,430000,86000,500,"settled",203500,2017-09-17,2017-12-16,"water damage"
"2191","house","6133c887",182410,671000,134000,2000,"denied",0,2008-02-28,NA,"nat cat"
"2192","house","8359c49a",207370,757000,151000,1000,"settled",206370,2015-11-11,2016-02-09,"nat cat"
"2193","house","2c65a2bf",211010,197000,39000,5000,"settled",206010,2013-07-27,2013-10-25,"water damage"
"2194","house","c97614a5",194710,309000,62000,2000,"settled",192710,2017-05-03,2017-08-01,"water damage"
"2195","house","cd67d40d",198750,404000,81000,5000,"settled",193750,2020-12-11,2021-03-11,"other"
"2196","house","9fa506c8",177860,528000,106000,5000,"settled",172860,2019-09-19,2019-12-18,"water damage"
"2197","house","15184de6",176530,516000,103000,500,"settled",176030,2017-10-24,2018-01-22,"nat cat"
"2198","house","762203b8",181040,233000,47000,2000,"settled",179040,2007-07-28,2007-10-26,"fire"
"2199","house","07d5329d",181810,423000,85000,1000,"under investigation",0,2006-07-26,NA,"nat cat"
"2200","house","684cb369",217770,282000,56000,1000,"open",20000,2011-08-28,2011-11-26,"theft"
"2201","house","6a5b767e",192220,478000,96000,5000,"settled",187220,2015-01-27,2015-04-27,"water damage"
"2202","house","8c6c7053",206220,262000,52000,5000,"settled",201220,2022-01-13,2022-04-13,"nat cat"
"2203","house","2a3cc51a",194400,562000,112000,2000,"open",20000,2011-02-27,2011-05-28,"theft"
"2204","house","d51c8e40",191310,341000,68000,5000,"settled",186310,2005-06-10,2005-09-08,"nat cat"
"2205","house","d2b70f99",190830,535000,107000,2000,"under investigation",0,2010-01-09,NA,"nat cat"
"2206","house","b02e93b9",199870,443000,89000,500,"settled",199370,2022-05-05,2022-08-03,"fire"
"2207","house","c3e46941",212870,440000,88000,500,"settled",212370,2018-11-20,2019-02-18,"water damage"
"2208","house","d05df03d",204250,325000,65000,1000,"settled",203250,2007-09-16,2007-12-15,"fire"
"2209","house","aa0bff66",222440,385000,77000,500,"open",20000,2021-09-13,2021-12-12,"theft"
"2210","house","d0424201",182100,520000,104000,5000,"under investigation",0,2014-07-30,NA,"water damage"
"2211","house","32e4c29b",183080,334000,67000,1000,"settled",182080,2013-11-26,2014-02-24,"fire"
"2212","house","875ff882",194230,550000,110000,1000,"open",20000,2018-10-22,2019-01-20,"theft"
"2213","house","9011b563",203200,572000,114000,5000,"denied",0,2016-12-26,NA,"water damage"
"2214","house","93295ea4",182340,320000,64000,5000,"settled",177340,2013-02-11,2013-05-12,"fire"
"2215","house","70f05bd6",195850,454000,91000,2000,"settled",193850,2014-01-22,2014-04-22,"water damage"
"2216","house","280ee087",179620,162000,32000,2000,"open",20000,2006-03-10,2006-06-08,"theft"
"2217","house","476713b7",174550,384000,77000,2000,"settled",172550,2006-09-14,2006-12-13,"fire"
"2218","house","c8da927d",181440,315000,63000,1000,"settled",180440,2006-11-27,2007-02-25,"water damage"
"2219","house","2c5bbe85",219930,372000,74000,500,"under investigation",0,2005-07-16,NA,"nat cat"
"2220","house","03b15199",212900,563000,113000,5000,"settled",207900,2006-06-24,2006-09-22,"water damage"
"2221","house","e3c64c43",209150,543000,109000,2000,"settled",207150,2009-08-27,2009-11-25,"fire"
"2222","house","2541dcf4",211960,673000,135000,500,"settled",211460,2007-08-24,2007-11-22,"nat cat"
"2223","house","4a35c01a",215200,255000,51000,1000,"settled",214200,2022-12-05,2023-03-05,"nat cat"
"2224","house","5eee7c45",193110,499000,1e+05,500,"under investigation",0,2023-11-21,NA,"water damage"
"2225","house","10c5b804",192350,583000,117000,1000,"settled",191350,2011-08-17,2011-11-15,"fire"
"2226","house","0ea2b1a0",199570,351000,70000,500,"settled",199070,2017-09-16,2017-12-15,"other"
"2227","house","6efff737",191030,219000,44000,500,"settled",190530,2005-05-08,2005-08-06,"water damage"
"2228","house","460fdf16",205800,454000,91000,500,"settled",205300,2015-12-28,2016-03-27,"fire"
"2229","house","9c55952d",191230,218000,44000,2000,"settled",189230,2019-03-23,2019-06-21,"other"
"2230","house","3a4c7bb5",193920,336000,67000,1000,"settled",192920,2009-11-10,2010-02-08,"other"
"2231","house","c982c666",205340,480000,96000,1000,"settled",204340,2012-06-03,2012-09-01,"nat cat"
"2232","house","c4bf13b0",203760,285000,57000,2000,"under investigation",0,2010-02-05,NA,"water damage"
"2233","house","1ea62caf",197710,306000,61000,500,"settled",197210,2021-05-23,2021-08-21,"water damage"
"2234","house","eafbd223",210630,321000,64000,500,"under investigation",0,2012-02-23,NA,"water damage"
"2235","house","8ea18928",179740,522000,104000,2000,"settled",177740,2013-08-24,2013-11-22,"fire"
"2236","house","72061ce0",185700,812000,162000,5000,"open",20000,2020-01-14,2020-04-13,"theft"
"2237","house","74dfcb9b",185350,526000,105000,2000,"settled",183350,2004-12-18,2005-03-18,"water damage"
"2238","house","79ef466e",191340,540000,108000,5000,"open",20000,2007-08-17,2007-11-15,"theft"
"2239","house","e4b054cd",215410,357000,71000,5000,"settled",210410,2021-07-14,2021-10-12,"nat cat"
"2240","house","7b99d3de",206770,676000,135000,1000,"under investigation",0,2020-04-30,NA,"other"
"2241","house","7b8bbb81",190210,792000,158000,5000,"settled",185210,2006-08-02,2006-10-31,"other"
"2242","house","a9b40717",191600,533000,107000,5000,"under investigation",0,2016-12-06,NA,"fire"
"2243","house","a80720e4",200210,525000,105000,2000,"settled",198210,2023-06-14,2023-09-12,"water damage"
"2244","house","57380886",206700,507000,101000,2000,"settled",204700,2006-12-05,2007-03-05,"fire"
"2245","house","69fc20eb",199700,344000,69000,1000,"settled",198700,2006-10-13,2007-01-11,"other"
"2246","house","62be5e12",199690,297000,59000,2000,"settled",197690,2019-02-12,2019-05-13,"fire"
"2247","house","0f408e7b",186460,487000,97000,1000,"settled",185460,2021-01-29,2021-04-29,"water damage"
"2248","house","d455b092",214660,636000,127000,5000,"settled",209660,2005-01-22,2005-04-22,"fire"
"2249","house","a7b5d139",197720,296000,59000,2000,"settled",195720,2012-07-06,2012-10-04,"nat cat"
"2250","house","1dec7016",203020,441000,88000,2000,"settled",201020,2015-11-29,2016-02-27,"water damage"
"2251","house","498a6662",188950,432000,86000,2000,"settled",186950,2010-04-20,2010-07-19,"fire"
"2252","house","59fe6b08",213650,366000,73000,2000,"settled",211650,2022-08-27,2022-11-25,"nat cat"
"2253","house","928b8ba2",166200,324000,65000,5000,"settled",161200,2010-07-19,2010-10-17,"water damage"
"2254","house","5724ab43",187580,125000,25000,2000,"under investigation",0,2005-07-25,NA,"fire"
"2255","house","c5afbdef",214260,421000,84000,5000,"settled",209260,2007-06-26,2007-09-24,"nat cat"
"2256","house","138864fb",209800,368000,74000,1000,"settled",208800,2015-02-27,2015-05-28,"water damage"
"2257","house","4e54fdfe",203340,362000,72000,500,"open",20000,2013-11-08,2014-02-06,"theft"
"2258","house","8ba09729",209680,441000,88000,1000,"settled",208680,2013-06-24,2013-09-22,"water damage"
"2259","house","c93c4356",201670,478000,96000,500,"settled",201170,2014-03-25,2014-06-23,"fire"
"2260","house","829077b4",191870,371000,74000,500,"open",20000,2006-02-12,2006-05-13,"theft"
"2261","house","c9c4b5a7",189760,274000,55000,500,"settled",189260,2012-03-25,2012-06-23,"fire"
"2262","house","da74870a",221540,209000,42000,5000,"settled",216540,2011-03-11,2011-06-09,"other"
"2263","house","96a8a5b7",192070,379000,76000,500,"settled",191570,2019-10-12,2020-01-10,"water damage"
"2264","house","6c609144",212220,378000,76000,5000,"settled",207220,2018-05-18,2018-08-16,"water damage"
"2265","house","fe6b79ba",196240,439000,88000,5000,"under investigation",0,2009-10-19,NA,"water damage"
"2266","house","8708f6db",203110,403000,81000,500,"settled",202610,2015-08-05,2015-11-03,"other"
"2267","house","1b0bb24a",191950,416000,83000,5000,"settled",186950,2013-04-21,2013-07-20,"fire"
"2268","house","c7288960",175270,491000,98000,2000,"under investigation",0,2010-04-30,NA,"water damage"
"2269","house","d1b564ec",196770,483000,97000,2000,"settled",194770,2011-03-13,2011-06-11,"fire"
"2270","house","18370ba8",207760,471000,94000,1000,"open",20000,2004-02-24,2004-05-24,"theft"
"2271","house","e0727fdb",228670,606000,121000,1000,"settled",227670,2018-06-09,2018-09-07,"fire"
"2272","house","d04de6a5",207230,510000,102000,5000,"settled",202230,2006-06-17,2006-09-15,"nat cat"
"2273","house","92db14b3",220680,476000,95000,1000,"settled",219680,2011-09-09,2011-12-08,"water damage"
"2274","house","0c3cbdbe",195790,219000,44000,5000,"denied",0,2011-07-19,NA,"other"
"2275","house","3572329f",206700,414000,83000,500,"settled",206200,2010-07-12,2010-10-10,"fire"
"2276","house","bdd83e3c",175580,417000,83000,500,"settled",175080,2012-06-27,2012-09-25,"other"
"2277","house","e6a0b5c7",195430,580000,116000,1000,"open",20000,2013-09-07,2013-12-06,"theft"
"2278","house","45f75eb7",182880,406000,81000,5000,"settled",177880,2007-10-08,2008-01-06,"fire"
"2279","house","88166c55",183940,430000,86000,2000,"under investigation",0,2017-11-10,NA,"nat cat"
"2280","house","6ee7f984",199180,773000,155000,2000,"open",20000,2017-10-20,2018-01-18,"theft"
"2281","house","e4db54fc",220700,611000,122000,5000,"under investigation",0,2017-11-12,NA,"fire"
"2282","house","6e2018e9",203590,332000,66000,5000,"settled",198590,2022-05-29,2022-08-27,"water damage"
"2283","house","3e6291df",217230,471000,94000,5000,"open",20000,2017-07-15,2017-10-13,"theft"
"2284","house","65da0932",212750,296000,59000,500,"under investigation",0,2021-06-04,NA,"fire"
"2285","house","3319fe2c",202610,378000,76000,1000,"settled",201610,2006-09-06,2006-12-05,"water damage"
"2286","house","e4faa411",194500,431000,86000,1000,"open",20000,2021-06-15,2021-09-13,"theft"
"2287","house","4f6e3e82",218910,517000,103000,2000,"settled",216910,2004-04-17,2004-07-16,"nat cat"
"2288","house","eacf50b5",189420,491000,98000,1000,"open",20000,2012-04-04,2012-07-03,"theft"
"2289","house","97db1718",190410,580000,116000,2000,"settled",188410,2008-08-24,2008-11-22,"nat cat"
"2290","house","116869b6",208570,424000,85000,2000,"settled",206570,2018-08-11,2018-11-09,"fire"
"2291","house","49aaae6c",198500,435000,87000,2000,"settled",196500,2011-01-27,2011-04-27,"water damage"
"2292","house","da0748b3",217660,262000,52000,2000,"settled",215660,2005-06-14,2005-09-12,"fire"
"2293","house","35b84af9",186500,3e+05,60000,500,"under investigation",0,2016-07-22,NA,"fire"
"2294","house","bbe886c4",195580,386000,77000,1000,"under investigation",0,2005-07-19,NA,"water damage"
"2295","house","34843c78",201260,320000,64000,2000,"settled",199260,2009-03-29,2009-06-27,"water damage"
"2296","house","adc2f246",188490,610000,122000,2000,"settled",186490,2013-06-30,2013-09-28,"nat cat"
"2297","house","d08aaade",204420,341000,68000,500,"under investigation",0,2016-06-16,NA,"fire"
"2298","house","233bb61e",199650,358000,72000,2000,"settled",197650,2004-01-18,2004-04-17,"other"
"2299","house","7d8e034e",226530,661000,132000,2000,"settled",224530,2022-06-24,2022-09-22,"nat cat"
"2300","house","ee988842",185020,750000,150000,5000,"under investigation",0,2006-04-18,NA,"nat cat"
"2301","house","570d6aca",193500,450000,90000,2000,"open",20000,2011-05-13,2011-08-11,"theft"
"2302","house","087ccb7a",195140,425000,85000,2000,"settled",193140,2004-12-20,2005-03-20,"fire"
"2303","house","da67d415",186810,591000,118000,2000,"settled",184810,2022-03-27,2022-06-25,"water damage"
"2304","house","de441285",207750,42000,8000,500,"settled",207250,2012-01-15,2012-04-14,"water damage"
"2305","house","b6b514bf",194380,119000,24000,500,"settled",193880,2019-01-12,2019-04-12,"fire"
"2306","house","8f6b2753",221930,424000,85000,2000,"under investigation",0,2012-12-19,NA,"nat cat"
"2307","house","eb6603e2",203450,428000,86000,2000,"settled",201450,2009-06-27,2009-09-25,"water damage"
"2308","house","7e265e64",178520,397000,79000,1000,"under investigation",0,2005-08-08,NA,"fire"
"2309","house","4d9e3302",199580,344000,69000,1000,"open",20000,2016-12-19,2017-03-19,"theft"
"2310","house","b6da0dcd",202930,469000,94000,5000,"settled",197930,2018-07-04,2018-10-02,"water damage"
"2311","house","1d4da954",236970,411000,82000,2000,"settled",234970,2011-05-25,2011-08-23,"fire"
"2312","house","5ea9292d",203870,261000,52000,500,"settled",203370,2004-03-19,2004-06-17,"nat cat"
"2313","house","d36b9817",181700,574000,115000,500,"settled",181200,2015-05-17,2015-08-15,"nat cat"
"2314","house","cb4371f6",195520,453000,91000,500,"settled",195020,2019-08-08,2019-11-06,"fire"
"2315","house","298916d7",191650,401000,80000,500,"under investigation",0,2022-06-07,NA,"water damage"
"2316","house","d6d4b0cc",194000,248000,50000,5000,"settled",189000,2016-07-16,2016-10-14,"fire"
"2317","house","dd8bf7af",198530,283000,57000,5000,"under investigation",0,2008-10-26,NA,"water damage"
"2318","house","8dfb8726",193160,178000,36000,2000,"settled",191160,2015-01-30,2015-04-30,"fire"
"2319","house","9ff78c66",217810,613000,123000,5000,"settled",212810,2019-08-22,2019-11-20,"water damage"
"2320","house","e685ebbd",213220,416000,83000,5000,"open",20000,2011-04-17,2011-07-16,"theft"
"2321","house","de08b1a0",197890,574000,115000,5000,"settled",192890,2015-12-03,2016-03-02,"water damage"
"2322","house","719ed5fb",188630,564000,113000,2000,"settled",186630,2014-08-22,2014-11-20,"other"
"2323","house","55c36b83",185460,439000,88000,5000,"denied",0,2020-02-18,NA,"nat cat"
